"Time (EpSec)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
525.216,-2654.641962,-4639.742199,3485.520040,-0.169742,-0.044480,-0.150461
525.416,-2654.675965,-4639.751109,3485.489898,-0.169741,-0.044479,-0.150462
525.616,-2654.709968,-4639.760019,3485.459755,-0.169741,-0.044479,-0.150462
525.816,-2654.743971,-4639.768929,3485.429612,-0.169741,-0.044476,-0.150463
526.016,-2654.777974,-4639.777838,3485.399469,-0.169740,-0.044476,-0.150464
526.216,-2654.811977,-4639.786747,3485.369326,-0.169739,-0.044475,-0.150465
526.416,-2654.845980,-4639.795656,3485.339183,-0.169738,-0.044472,-0.150467
526.616,-2654.879982,-4639.804565,3485.309040,-0.169737,-0.044473,-0.150467
526.816,-2654.913985,-4639.813474,3485.278896,-0.169737,-0.044472,-0.150468
527.016,-2654.947987,-4639.822382,3485.248752,-0.169736,-0.044470,-0.150469
527.216,-2654.981989,-4639.831290,3485.218608,-0.169735,-0.044468,-0.150470
527.416,-2655.015991,-4639.840198,3485.188464,-0.169735,-0.044469,-0.150470
527.616,-2655.049993,-4639.849106,3485.158319,-0.169734,-0.044466,-0.150472
527.816,-2655.083995,-4639.858013,3485.128175,-0.169734,-0.044464,-0.150473
528.016,-2655.117997,-4639.866920,3485.098030,-0.169733,-0.044462,-0.150474
528.216,-2655.151998,-4639.875827,3485.067885,-0.169732,-0.044461,-0.150474
528.416,-2655.186000,-4639.884734,3485.037740,-0.169731,-0.044462,-0.150475
528.616,-2655.220001,-4639.893640,3485.007594,-0.169731,-0.044459,-0.150476
528.816,-2655.254002,-4639.902546,3484.977448,-0.169730,-0.044459,-0.150478
529.016,-2655.288004,-4639.911452,3484.947302,-0.169729,-0.044458,-0.150479
529.216,-2655.322005,-4639.920358,3484.917156,-0.169728,-0.044456,-0.150479
529.416,-2655.356005,-4639.929263,3484.887010,-0.169728,-0.044456,-0.150480
529.616,-2655.390006,-4639.938168,3484.856863,-0.169727,-0.044454,-0.150481
529.816,-2655.424007,-4639.947073,3484.826717,-0.169727,-0.044452,-0.150482
530.016,-2655.458008,-4639.955978,3484.796570,-0.169726,-0.044452,-0.150482
530.216,-2655.492008,-4639.964883,3484.766423,-0.169724,-0.044449,-0.150485
530.416,-2655.526008,-4639.973787,3484.736275,-0.169724,-0.044447,-0.150485
530.616,-2655.560008,-4639.982691,3484.706128,-0.169724,-0.044447,-0.150486
530.816,-2655.594008,-4639.991595,3484.675980,-0.169723,-0.044447,-0.150486
531.016,-2655.628008,-4640.000498,3484.645832,-0.169722,-0.044445,-0.150488
531.216,-2655.662008,-4640.009401,3484.615684,-0.169721,-0.044445,-0.150489
531.416,-2655.696008,-4640.018304,3484.585536,-0.169721,-0.044442,-0.150490
531.616,-2655.730007,-4640.027207,3484.555387,-0.169720,-0.044442,-0.150490
531.816,-2655.764007,-4640.036110,3484.525238,-0.169719,-0.044440,-0.150491
532.016,-2655.798006,-4640.045012,3484.495089,-0.169719,-0.044440,-0.150492
532.216,-2655.832006,-4640.053914,3484.464940,-0.169718,-0.044437,-0.150494
532.416,-2655.866005,-4640.062816,3484.434791,-0.169717,-0.044437,-0.150494
532.616,-2655.900004,-4640.071718,3484.404641,-0.169717,-0.044434,-0.150495
532.816,-2655.934003,-4640.080619,3484.374491,-0.169716,-0.044433,-0.150496
533.016,-2655.968002,-4640.089520,3484.344341,-0.169716,-0.044433,-0.150496
533.216,-2656.002000,-4640.098421,3484.314191,-0.169715,-0.044430,-0.150498
533.416,-2656.035998,-4640.107322,3484.284041,-0.169714,-0.044431,-0.150499
533.616,-2656.069997,-4640.116222,3484.253890,-0.169713,-0.044430,-0.150499
533.816,-2656.103995,-4640.125122,3484.223739,-0.169712,-0.044428,-0.150501
534.016,-2656.137994,-4640.134022,3484.193588,-0.169712,-0.044426,-0.150502
534.216,-2656.171992,-4640.142922,3484.163437,-0.169711,-0.044426,-0.150503
534.416,-2656.205989,-4640.151821,3484.133286,-0.169711,-0.044425,-0.150503
534.616,-2656.239987,-4640.160721,3484.103134,-0.169710,-0.044423,-0.150504
534.816,-2656.273985,-4640.169620,3484.072982,-0.169709,-0.044421,-0.150506
535.016,-2656.307983,-4640.178518,3484.042830,-0.169708,-0.044422,-0.150506
535.216,-2656.341980,-4640.187417,3484.012678,-0.169708,-0.044420,-0.150507
535.416,-2656.375977,-4640.196315,3483.982525,-0.169707,-0.044419,-0.150507
535.616,-2656.409975,-4640.205213,3483.952373,-0.169706,-0.044418,-0.150508
535.816,-2656.443972,-4640.214111,3483.922220,-0.169705,-0.044416,-0.150510
536.016,-2656.477969,-4640.223009,3483.892067,-0.169705,-0.044415,-0.150510
536.216,-2656.511966,-4640.231906,3483.861913,-0.169704,-0.044413,-0.150512
536.416,-2656.545962,-4640.240803,3483.831760,-0.169703,-0.044412,-0.150513
536.616,-2656.579959,-4640.249700,3483.801606,-0.169702,-0.044411,-0.150513
536.816,-2656.613956,-4640.258596,3483.771452,-0.169702,-0.044409,-0.150514
537.016,-2656.647952,-4640.267493,3483.741298,-0.169701,-0.044409,-0.150515
537.216,-2656.681948,-4640.276389,3483.711144,-0.169701,-0.044408,-0.150516
537.416,-2656.715945,-4640.285285,3483.680990,-0.169700,-0.044407,-0.150517
537.616,-2656.749941,-4640.294180,3483.650835,-0.169699,-0.044404,-0.150518
537.816,-2656.783937,-4640.303076,3483.620680,-0.169699,-0.044404,-0.150518
538.016,-2656.817933,-4640.311971,3483.590525,-0.169697,-0.044403,-0.150520
538.216,-2656.851928,-4640.320866,3483.560370,-0.169697,-0.044402,-0.150521
538.416,-2656.885924,-4640.329761,3483.530214,-0.169696,-0.044399,-0.150522
538.616,-2656.919919,-4640.338655,3483.500058,-0.169696,-0.044398,-0.150523
538.816,-2656.953915,-4640.347549,3483.469902,-0.169696,-0.044397,-0.150523
539.016,-2656.987910,-4640.356443,3483.439746,-0.169695,-0.044397,-0.150524
539.216,-2657.021905,-4640.365337,3483.409590,-0.169693,-0.044395,-0.150526
539.416,-2657.055900,-4640.374230,3483.379434,-0.169693,-0.044395,-0.150526
539.616,-2657.089895,-4640.383124,3483.349277,-0.169693,-0.044391,-0.150527
539.816,-2657.123890,-4640.392017,3483.319120,-0.169692,-0.044391,-0.150528
540.016,-2657.157885,-4640.400909,3483.288962,-0.169691,-0.044390,-0.150529
540.216,-2657.191879,-4640.409802,3483.258805,-0.169690,-0.044388,-0.150530
540.416,-2657.225873,-4640.418694,3483.228648,-0.169690,-0.044388,-0.150531
540.616,-2657.259868,-4640.427586,3483.198490,-0.169689,-0.044386,-0.150532
540.816,-2657.293862,-4640.436478,3483.168332,-0.169689,-0.044385,-0.150532
541.016,-2657.327856,-4640.445370,3483.138174,-0.169687,-0.044384,-0.150534
541.216,-2657.361850,-4640.454261,3483.108015,-0.169687,-0.044383,-0.150534
541.416,-2657.395844,-4640.463152,3483.077857,-0.169686,-0.044381,-0.150535
541.616,-2657.429837,-4640.472043,3483.047698,-0.169686,-0.044380,-0.150536
541.816,-2657.463831,-4640.480934,3483.017539,-0.169684,-0.044380,-0.150537
542.016,-2657.497825,-4640.489824,3482.987380,-0.169684,-0.044379,-0.150538
542.216,-2657.531818,-4640.498714,3482.957220,-0.169683,-0.044377,-0.150539
542.416,-2657.565811,-4640.507604,3482.927061,-0.169683,-0.044376,-0.150540
542.616,-2657.599804,-4640.516494,3482.896901,-0.169682,-0.044376,-0.150541
542.816,-2657.633797,-4640.525383,3482.866741,-0.169681,-0.044373,-0.150541
543.016,-2657.667790,-4640.534272,3482.836581,-0.169680,-0.044373,-0.150543
543.216,-2657.701783,-4640.543161,3482.806420,-0.169680,-0.044370,-0.150544
543.416,-2657.735776,-4640.552050,3482.776260,-0.169679,-0.044369,-0.150545
543.616,-2657.769768,-4640.560938,3482.746099,-0.169679,-0.044369,-0.150545
543.816,-2657.803761,-4640.569827,3482.715938,-0.169678,-0.044366,-0.150547
544.016,-2657.837753,-4640.578714,3482.685776,-0.169677,-0.044366,-0.150547
544.216,-2657.871745,-4640.587602,3482.655615,-0.169677,-0.044363,-0.150548
544.416,-2657.905737,-4640.596489,3482.625453,-0.169676,-0.044362,-0.150550
544.616,-2657.939728,-4640.605376,3482.595291,-0.169675,-0.044362,-0.150551
544.816,-2657.973720,-4640.614263,3482.565129,-0.169675,-0.044361,-0.150550
545.016,-2658.007712,-4640.623149,3482.534966,-0.169673,-0.044359,-0.150553
545.216,-2658.041703,-4640.632036,3482.504803,-0.169674,-0.044359,-0.150552
545.416,-2658.075694,-4640.640922,3482.474641,-0.169672,-0.044357,-0.150554
545.616,-2658.109686,-4640.649807,3482.444477,-0.169672,-0.044357,-0.150554
545.816,-2658.143677,-4640.658693,3482.414314,-0.169671,-0.044355,-0.150555
546.016,-2658.177668,-4640.667578,3482.384151,-0.169670,-0.044354,-0.150557
546.216,-2658.211659,-4640.676463,3482.353987,-0.169669,-0.044353,-0.150558
546.416,-2658.245649,-4640.685348,3482.323823,-0.169668,-0.044351,-0.150559
546.616,-2658.279640,-4640.694233,3482.293659,-0.169668,-0.044349,-0.150560
546.816,-2658.313631,-4640.703117,3482.263495,-0.169667,-0.044348,-0.150560
547.016,-2658.347621,-4640.712002,3482.233330,-0.169667,-0.044347,-0.150561
547.216,-2658.381611,-4640.720885,3482.203166,-0.169666,-0.044347,-0.150562
547.416,-2658.415601,-4640.729769,3482.173001,-0.169666,-0.044345,-0.150562
547.616,-2658.449591,-4640.738652,3482.142836,-0.169665,-0.044344,-0.150564
547.816,-2658.483581,-4640.747536,3482.112670,-0.169664,-0.044342,-0.150565
548.016,-2658.517571,-4640.756419,3482.082505,-0.169663,-0.044341,-0.150566
548.216,-2658.551561,-4640.765301,3482.052339,-0.169663,-0.044340,-0.150567
548.416,-2658.585550,-4640.774184,3482.022173,-0.169661,-0.044340,-0.150568
548.616,-2658.619540,-4640.783066,3481.992007,-0.169661,-0.044338,-0.150569
548.816,-2658.653529,-4640.791948,3481.961841,-0.169660,-0.044338,-0.150570
549.016,-2658.687519,-4640.800830,3481.931674,-0.169660,-0.044335,-0.150570
549.216,-2658.721508,-4640.809711,3481.901507,-0.169659,-0.044333,-0.150572
549.416,-2658.755496,-4640.818593,3481.871340,-0.169658,-0.044333,-0.150572
549.616,-2658.789485,-4640.827474,3481.841173,-0.169657,-0.044332,-0.150573
549.816,-2658.823474,-4640.836354,3481.811006,-0.169657,-0.044330,-0.150574
550.016,-2658.857463,-4640.845235,3481.780838,-0.169656,-0.044329,-0.150575
550.216,-2658.891451,-4640.854115,3481.750671,-0.169655,-0.044329,-0.150576
550.416,-2658.925440,-4640.862995,3481.720503,-0.169654,-0.044327,-0.150577
550.616,-2658.959428,-4640.871875,3481.690334,-0.169654,-0.044326,-0.150577
550.816,-2658.993416,-4640.880755,3481.660166,-0.169653,-0.044324,-0.150580
551.016,-2659.027404,-4640.889634,3481.629997,-0.169653,-0.044323,-0.150579
551.216,-2659.061392,-4640.898513,3481.599829,-0.169652,-0.044322,-0.150580
551.416,-2659.095380,-4640.907392,3481.569660,-0.169651,-0.044320,-0.150581
551.616,-2659.129368,-4640.916271,3481.539490,-0.169651,-0.044319,-0.150583
551.816,-2659.163355,-4640.925149,3481.509321,-0.169650,-0.044319,-0.150583
552.016,-2659.197343,-4640.934027,3481.479151,-0.169649,-0.044318,-0.150584
552.216,-2659.231330,-4640.942905,3481.448982,-0.169648,-0.044316,-0.150586
552.416,-2659.265317,-4640.951783,3481.418812,-0.169648,-0.044314,-0.150586
552.616,-2659.299304,-4640.960661,3481.388641,-0.169646,-0.044313,-0.150588
552.816,-2659.333291,-4640.969538,3481.358471,-0.169646,-0.044312,-0.150588
553.016,-2659.367278,-4640.978415,3481.328300,-0.169645,-0.044311,-0.150589
553.216,-2659.401265,-4640.987291,3481.298130,-0.169645,-0.044309,-0.150590
553.416,-2659.435251,-4640.996168,3481.267959,-0.169644,-0.044310,-0.150591
553.616,-2659.469238,-4641.005044,3481.237787,-0.169643,-0.044308,-0.150592
553.816,-2659.503224,-4641.013920,3481.207616,-0.169643,-0.044306,-0.150592
554.016,-2659.537211,-4641.022796,3481.177444,-0.169643,-0.044304,-0.150593
554.216,-2659.571197,-4641.031672,3481.147272,-0.169642,-0.044304,-0.150594
554.416,-2659.605183,-4641.040547,3481.117100,-0.169641,-0.044301,-0.150595
554.616,-2659.639169,-4641.049422,3481.086928,-0.169641,-0.044300,-0.150596
554.816,-2659.673155,-4641.058297,3481.056756,-0.169640,-0.044300,-0.150597
555.016,-2659.707140,-4641.067171,3481.026583,-0.169639,-0.044297,-0.150599
555.216,-2659.741126,-4641.076046,3480.996410,-0.169639,-0.044297,-0.150598
555.416,-2659.775111,-4641.084920,3480.966237,-0.169638,-0.044296,-0.150599
555.616,-2659.809097,-4641.093794,3480.936064,-0.169637,-0.044295,-0.150601
555.816,-2659.843082,-4641.102667,3480.905890,-0.169636,-0.044293,-0.150602
556.016,-2659.877067,-4641.111541,3480.875716,-0.169635,-0.044294,-0.150602
556.216,-2659.911052,-4641.120414,3480.845543,-0.169635,-0.044291,-0.150603
556.416,-2659.945037,-4641.129287,3480.815369,-0.169634,-0.044291,-0.150605
556.616,-2659.979022,-4641.138159,3480.785194,-0.169633,-0.044288,-0.150606
556.816,-2660.013006,-4641.147032,3480.755020,-0.169633,-0.044288,-0.150606
557.016,-2660.046991,-4641.155904,3480.724845,-0.169632,-0.044288,-0.150607
557.216,-2660.080975,-4641.164776,3480.694670,-0.169631,-0.044286,-0.150607
557.416,-2660.114959,-4641.173648,3480.664495,-0.169630,-0.044284,-0.150609
557.616,-2660.148944,-4641.182519,3480.634320,-0.169630,-0.044283,-0.150610
557.816,-2660.182928,-4641.191390,3480.604144,-0.169629,-0.044281,-0.150611
558.016,-2660.216912,-4641.200261,3480.573968,-0.169628,-0.044281,-0.150612
558.216,-2660.250895,-4641.209132,3480.543793,-0.169628,-0.044278,-0.150612
558.416,-2660.284879,-4641.218003,3480.513617,-0.169627,-0.044276,-0.150614
558.616,-2660.318863,-4641.226873,3480.483440,-0.169627,-0.044276,-0.150614
558.816,-2660.352846,-4641.235743,3480.453264,-0.169626,-0.044276,-0.150615
559.016,-2660.386830,-4641.244613,3480.423087,-0.169625,-0.044274,-0.150616
559.216,-2660.420813,-4641.253482,3480.392910,-0.169624,-0.044273,-0.150617
559.416,-2660.454796,-4641.262352,3480.362733,-0.169623,-0.044273,-0.150618
559.616,-2660.488779,-4641.271221,3480.332555,-0.169623,-0.044270,-0.150619
559.816,-2660.522762,-4641.280090,3480.302378,-0.169622,-0.044269,-0.150620
560.016,-2660.556745,-4641.288958,3480.272200,-0.169621,-0.044269,-0.150621
560.216,-2660.590727,-4641.297827,3480.242022,-0.169621,-0.044266,-0.150622
560.416,-2660.624709,-4641.306695,3480.211844,-0.169620,-0.044267,-0.150623
560.616,-2660.658692,-4641.315563,3480.181666,-0.169619,-0.044264,-0.150624
560.816,-2660.692674,-4641.324430,3480.151487,-0.169619,-0.044264,-0.150624
561.016,-2660.726657,-4641.333298,3480.121308,-0.169618,-0.044262,-0.150625
561.216,-2660.760638,-4641.342165,3480.091129,-0.169617,-0.044262,-0.150626
561.416,-2660.794620,-4641.351032,3480.060950,-0.169617,-0.044258,-0.150627
561.616,-2660.828602,-4641.359899,3480.030771,-0.169616,-0.044259,-0.150628
561.816,-2660.862584,-4641.368765,3480.000591,-0.169615,-0.044257,-0.150629
562.016,-2660.896566,-4641.377631,3479.970411,-0.169615,-0.044255,-0.150630
562.216,-2660.930547,-4641.386497,3479.940231,-0.169614,-0.044254,-0.150631
562.416,-2660.964528,-4641.395363,3479.910051,-0.169613,-0.044254,-0.150632
562.616,-2660.998509,-4641.404229,3479.879871,-0.169612,-0.044252,-0.150633
562.816,-2661.032491,-4641.413094,3479.849690,-0.169612,-0.044251,-0.150634
563.016,-2661.066472,-4641.421959,3479.819509,-0.169612,-0.044249,-0.150634
563.216,-2661.100452,-4641.430824,3479.789328,-0.169610,-0.044247,-0.150636
563.416,-2661.134433,-4641.439688,3479.759147,-0.169610,-0.044248,-0.150636
563.616,-2661.168414,-4641.448553,3479.728965,-0.169609,-0.044246,-0.150638
563.816,-2661.202394,-4641.457417,3479.698784,-0.169608,-0.044245,-0.150638
564.016,-2661.236375,-4641.466280,3479.668602,-0.169607,-0.044245,-0.150640
564.216,-2661.270355,-4641.475144,3479.638420,-0.169607,-0.044243,-0.150640
564.416,-2661.304335,-4641.484007,3479.608238,-0.169606,-0.044243,-0.150641
564.616,-2661.338315,-4641.492871,3479.578055,-0.169606,-0.044240,-0.150642
564.816,-2661.372295,-4641.501733,3479.547873,-0.169605,-0.044239,-0.150643
565.016,-2661.406275,-4641.510596,3479.517690,-0.169605,-0.044238,-0.150643
565.216,-2661.440255,-4641.519458,3479.487507,-0.169603,-0.044238,-0.150644
565.416,-2661.474234,-4641.528321,3479.457323,-0.169603,-0.044235,-0.150646
565.616,-2661.508214,-4641.537183,3479.427140,-0.169602,-0.044234,-0.150647
565.816,-2661.542193,-4641.546044,3479.396956,-0.169601,-0.044233,-0.150648
566.016,-2661.576172,-4641.554906,3479.366772,-0.169601,-0.044231,-0.150648
566.216,-2661.610151,-4641.563767,3479.336588,-0.169600,-0.044231,-0.150649
566.416,-2661.644130,-4641.572628,3479.306404,-0.169599,-0.044228,-0.150651
566.616,-2661.678109,-4641.581489,3479.276219,-0.169598,-0.044228,-0.150651
566.816,-2661.712088,-4641.590349,3479.246035,-0.169598,-0.044227,-0.150652
567.016,-2661.746067,-4641.599209,3479.215850,-0.169596,-0.044226,-0.150654
567.216,-2661.780045,-4641.608069,3479.185665,-0.169596,-0.044224,-0.150655
567.416,-2661.814023,-4641.616929,3479.155479,-0.169595,-0.044223,-0.150655
567.616,-2661.848002,-4641.625789,3479.125294,-0.169595,-0.044220,-0.150656
567.816,-2661.881980,-4641.634648,3479.095108,-0.169594,-0.044221,-0.150657
568.016,-2661.915958,-4641.643507,3479.064922,-0.169593,-0.044219,-0.150658
568.216,-2661.949936,-4641.652366,3479.034736,-0.169593,-0.044219,-0.150659
568.416,-2661.983914,-4641.661224,3479.004550,-0.169592,-0.044218,-0.150659
568.616,-2662.017891,-4641.670083,3478.974363,-0.169591,-0.044216,-0.150660
568.816,-2662.051869,-4641.678941,3478.944176,-0.169591,-0.044213,-0.150661
569.016,-2662.085846,-4641.687799,3478.913989,-0.169590,-0.044212,-0.150663
569.216,-2662.119824,-4641.696656,3478.883802,-0.169590,-0.044212,-0.150663
569.416,-2662.153801,-4641.705514,3478.853615,-0.169589,-0.044212,-0.150664
569.616,-2662.187778,-4641.714371,3478.823427,-0.169588,-0.044209,-0.150665
569.816,-2662.221755,-4641.723228,3478.793240,-0.169587,-0.044209,-0.150666
570.016,-2662.255732,-4641.732084,3478.763052,-0.169587,-0.044207,-0.150667
570.216,-2662.289709,-4641.740941,3478.732864,-0.169586,-0.044205,-0.150668
570.416,-2662.323685,-4641.749797,3478.702675,-0.169585,-0.044205,-0.150669
570.616,-2662.357662,-4641.758653,3478.672487,-0.169584,-0.044204,-0.150670
570.816,-2662.391638,-4641.767509,3478.642298,-0.169584,-0.044202,-0.150670
571.016,-2662.425615,-4641.776364,3478.612109,-0.169583,-0.044202,-0.150671
571.216,-2662.459591,-4641.785219,3478.581920,-0.169583,-0.044199,-0.150672
571.416,-2662.493566,-4641.794074,3478.551730,-0.169582,-0.044199,-0.150673
571.616,-2662.527543,-4641.802929,3478.521541,-0.169581,-0.044197,-0.150674
571.816,-2662.561518,-4641.811784,3478.491351,-0.169580,-0.044197,-0.150675
572.016,-2662.595494,-4641.820638,3478.461161,-0.169580,-0.044195,-0.150676
572.216,-2662.629470,-4641.829492,3478.430971,-0.169579,-0.044193,-0.150677
572.416,-2662.663445,-4641.838346,3478.400780,-0.169577,-0.044194,-0.150678
572.616,-2662.697420,-4641.847199,3478.370590,-0.169578,-0.044190,-0.150679
572.816,-2662.731396,-4641.856053,3478.340399,-0.169577,-0.044190,-0.150680
573.016,-2662.765371,-4641.864906,3478.310208,-0.169576,-0.044190,-0.150680
573.216,-2662.799346,-4641.873759,3478.280017,-0.169575,-0.044188,-0.150682
573.416,-2662.833320,-4641.882611,3478.249825,-0.169575,-0.044186,-0.150683
573.616,-2662.867295,-4641.891464,3478.219634,-0.169575,-0.044183,-0.150683
573.816,-2662.901270,-4641.900316,3478.189442,-0.169574,-0.044183,-0.150684
574.016,-2662.935245,-4641.909168,3478.159250,-0.169573,-0.044183,-0.150685
574.216,-2662.969219,-4641.918019,3478.129057,-0.169572,-0.044182,-0.150686
574.416,-2663.003193,-4641.926871,3478.098865,-0.169571,-0.044181,-0.150687
574.616,-2663.037167,-4641.935722,3478.068672,-0.169571,-0.044177,-0.150688
574.816,-2663.071141,-4641.944573,3478.038479,-0.169570,-0.044176,-0.150689
575.016,-2663.105115,-4641.953423,3478.008286,-0.169569,-0.044177,-0.150690
575.216,-2663.139089,-4641.962274,3477.978093,-0.169568,-0.044176,-0.150691
575.416,-2663.173063,-4641.971124,3477.947900,-0.169567,-0.044174,-0.150692
575.616,-2663.207036,-4641.979974,3477.917706,-0.169567,-0.044174,-0.150692
575.816,-2663.241010,-4641.988824,3477.887512,-0.169566,-0.044172,-0.150694
576.016,-2663.274983,-4641.997673,3477.857318,-0.169566,-0.044171,-0.150694
576.216,-2663.308956,-4642.006523,3477.827124,-0.169565,-0.044169,-0.150695
576.416,-2663.342929,-4642.015372,3477.796929,-0.169564,-0.044169,-0.150696
576.616,-2663.376902,-4642.024220,3477.766735,-0.169564,-0.044167,-0.150697
576.816,-2663.410875,-4642.033069,3477.736540,-0.169563,-0.044166,-0.150698
577.016,-2663.444848,-4642.041917,3477.706344,-0.169562,-0.044165,-0.150699
577.216,-2663.478821,-4642.050765,3477.676149,-0.169562,-0.044163,-0.150700
